province_state,country_region,date,latitude,longitude,sub_region1_name,location_geom,confirmed,deaths,recovered,active
Goa,India,2020-03-04,15.2724,73.9583,Goa,POINT(73.9583 15.2724),0,0,0,0
Gujarat,India,2020-03-02,23.03,72.58,Gujarat,POINT(72.58 23.03),0,0,0,0
Gujarat,India,2020-04-26,23.03,72.58,Gujarat,POINT(72.58 23.03),2181,104,140,1937
Gujarat,India,2020-04-03,22.57,72.93,Gujarat,POINT(72.93 22.57),0,0,0,0
Gujarat,India,2020-04-06,21.770278,72.143056,Gujarat,POINT(72.143056 21.770278),0,0,0,0
Gujarat,India,2020-04-14,21.770278,72.143056,Gujarat,POINT(72.143056 21.770278),0,0,0,0
Gujarat,India,2020-04-07,24.173056,72.431389,Gujarat,POINT(72.431389 24.173056),0,0,0,0
Gujarat,India,2020-04-30,24.173056,72.431389,Gujarat,POINT(72.431389 24.173056),28,1,4,23
Gujarat,India,2020-03-27,21.75,73,Gujarat,POINT(73 21.75),0,0,0,0
Gujarat,India,2020-03-18,22.17,71.67,Gujarat,POINT(71.67 22.17),0,0,0,0
Gujarat,India,2020-04-24,20.75,73.75,Gujarat,POINT(73.75 20.75),0,0,0,0
Gujarat,India,2020-04-30,22.833889,74.257778,Gujarat,POINT(74.257778 22.833889),5,0,1,4
Gujarat,India,2020-03-01,22.833889,74.257778,Gujarat,POINT(74.257778 22.833889),0,0,0,0
Gujarat,India,2020-04-29,22.2,69.65,Gujarat,POINT(69.65 22.2),0,0,0,0
Gujarat,India,2020-03-17,22.2,69.65,Gujarat,POINT(69.65 22.2),0,0,0,0
Gujarat,India,2020-03-24,23.21484,72.64984,Gujarat,POINT(72.64984 23.21484),0,0,0,0
Gujarat,India,2020-04-01,20.896961,70.608655,Gujarat,POINT(70.608655 20.896961),0,0,0,0
Gujarat,India,2020-04-22,22.25,70,Gujarat,POINT(70 22.25),0,0,0,0
Gujarat,India,2020-04-14,22.75,72.683333,Gujarat,POINT(72.683333 22.75),0,0,0,0
Gujarat,India,2020-04-06,22.75,72.683333,Gujarat,POINT(72.683333 22.75),0,0,0,0
Gujarat,India,2020-04-11,23.666667,72.5,Gujarat,POINT(72.5 23.666667),0,0,0,0
Gujarat,India,2020-03-05,23.1333,73.6167,Gujarat,POINT(73.6167 23.1333),0,0,0,0
Gujarat,India,2020-03-26,21.87,73.5,Gujarat,POINT(73.5 21.87),0,0,0,0
Gujarat,India,2020-04-12,21.87,73.5,Gujarat,POINT(73.5 21.87),0,0,0,0
Gujarat,India,2020-04-21,21.87,73.5,Gujarat,POINT(73.5 21.87),0,0,0,0
Gujarat,India,2020-04-25,21.87,73.5,Gujarat,POINT(73.5 21.87),0,0,0,0
Gujarat,India,2020-04-17,20.95,72.92,Gujarat,POINT(72.92 20.95),0,0,0,0
Gujarat,India,2020-03-05,23.83,72.12,Gujarat,POINT(72.12 23.83),0,0,0,0
Gujarat,India,2020-03-30,22.3,70.78,Gujarat,POINT(70.78 22.3),0,0,0,0
Gujarat,India,2020-03-15,24.0283,73.0414,Gujarat,POINT(73.0414 24.0283),0,0,0,0
Gujarat,India,2020-04-19,23.5,73.25,Gujarat,POINT(73.25 23.5),0,0,0,0
Gujarat,India,2020-03-17,20.916667,73.05,Gujarat,POINT(73.05 20.916667),0,0,0,0
Gujarat,India,2020-04-12,22.73,71.51,Gujarat,POINT(71.51 22.73),0,0,0,0
Gujarat,India,2020-03-01,21.12,73.4,Gujarat,POINT(73.4 21.12),0,0,0,0
Gujarat,India,2020-04-22,22.2931,73.1935,Gujarat,POINT(73.1935 22.2931),0,0,0,0
Gujarat,India,2020-04-15,22.2931,73.1935,Gujarat,POINT(73.1935 22.2931),0,0,0,0
Gujarat,India,2020-04-14,20.61005,72.925872,Gujarat,POINT(72.925872 20.61005),0,0,0,0
Himachal Pradesh,India,2020-03-09,31.33,76.75,Himachal Pradesh,POINT(76.75 31.33),0,0,0,0
Himachal Pradesh,India,2020-04-22,32.554444,76.123889,Himachal Pradesh,POINT(76.123889 32.554444),0,0,0,0
Himachal Pradesh,India,2020-03-15,32.554444,76.123889,Himachal Pradesh,POINT(76.123889 32.554444),0,0,0,0
Himachal Pradesh,India,2020-03-02,31.69,76.52,Himachal Pradesh,POINT(76.52 31.69),0,0,0,0
Himachal Pradesh,India,2020-03-23,31.583333,78.416667,Himachal Pradesh,POINT(78.416667 31.583333),0,0,0,0
Himachal Pradesh,India,2020-03-13,32.216667,76.316667,Himachal Pradesh,POINT(76.316667 32.216667),0,0,0,0
Himachal Pradesh,India,2020-04-09,32,77.25,Himachal Pradesh,POINT(77.25 32),0,0,0,0
Himachal Pradesh,India,2020-04-10,31.709389,76.931694,Himachal Pradesh,POINT(76.931694 31.709389),0,0,0,0
Himachal Pradesh,India,2020-03-26,31.103333,77.172222,Himachal Pradesh,POINT(77.172222 31.103333),0,0,0,0
Himachal Pradesh,India,2020-04-11,31.103333,77.172222,Himachal Pradesh,POINT(77.172222 31.103333),0,0,0,0
Himachal Pradesh,India,2020-03-24,31.103333,77.172222,Himachal Pradesh,POINT(77.172222 31.103333),0,0,0,0
Himachal Pradesh,India,2020-04-21,30.9059,77.0925,Himachal Pradesh,POINT(77.0925 30.9059),0,0,0,0
Himachal Pradesh,India,2020-03-23,30.9059,77.0925,Himachal Pradesh,POINT(77.0925 30.9059),0,0,0,0
Himachal Pradesh,India,2020-03-07,30.5594,77.294,Himachal Pradesh,POINT(77.294 30.5594),0,0,0,0
Himachal Pradesh,India,2020-03-24,30.5594,77.294,Himachal Pradesh,POINT(77.294 30.5594),0,0,0,0
Himachal Pradesh,India,2020-03-28,31.58369,76.19283,Himachal Pradesh,POINT(76.19283 31.58369),0,0,0,0
Haryana,India,2020-03-21,30.416667,77.166667,Haryana,POINT(77.166667 30.416667),0,0,0,0
Haryana,India,2020-03-08,28.46292,77.3716,Haryana,POINT(77.3716 28.46292),0,0,0,0
Haryana,India,2020-04-01,28.46292,77.3716,Haryana,POINT(77.3716 28.46292),0,0,0,0
Haryana,India,2020-04-16,28.25,77.166667,Haryana,POINT(77.166667 28.25),0,0,0,0
Haryana,India,2020-04-14,28.25,77.166667,Haryana,POINT(77.166667 28.25),0,0,0,0
Haryana,India,2020-03-02,28.25,77.166667,Haryana,POINT(77.166667 28.25),0,0,0,0
Haryana,India,2020-04-06,28.25,77.166667,Haryana,POINT(77.166667 28.25),0,0,0,0
Haryana,India,2020-04-23,28.61,76.66,Haryana,POINT(76.66 28.61),0,0,0,0
Haryana,India,2020-03-19,29.31,76.32,Haryana,POINT(76.32 29.31),0,0,0,0
Haryana,India,2020-03-30,28.0444,76.1083,Haryana,POINT(76.1083 28.0444),0,0,0,0
Haryana,India,2020-04-15,27.98166,77.04656,Haryana,POINT(77.04656 27.98166),0,0,0,0
Haryana,India,2020-04-19,29.3889,76.9681,Haryana,POINT(76.9681 29.3889),0,0,0,0
Haryana,India,2020-03-27,28.15,77.33,Haryana,POINT(77.33 28.15),0,0,0,0
Haryana,India,2020-03-29,28.15,77.33,Haryana,POINT(77.33 28.15),0,0,0,0
Haryana,India,2020-03-19,28.19613,76.61607,Haryana,POINT(76.61607 28.19613),0,0,0,0
Haryana,India,2020-03-15,28.19613,76.61607,Haryana,POINT(76.61607 28.19613),0,0,0,0
Haryana,India,2020-04-18,29.54,75.03,Haryana,POINT(75.03 29.54),0,0,0,0
Haryana,India,2020-04-23,29.54,75.03,Haryana,POINT(75.03 29.54),0,0,0,0
Haryana,India,2020-03-25,30.12,77.28,Haryana,POINT(77.28 30.12),0,0,0,0
Jharkhand,India,2020-04-10,23.6892,86.11,Jharkhand,POINT(86.11 23.6892),0,0,0,0
Jharkhand,India,2020-03-06,23.6892,86.11,Jharkhand,POINT(86.11 23.6892),0,0,0,0
Jharkhand,India,2020-03-01,24.3,87.25,Jharkhand,POINT(87.25 24.3),0,0,0,0
Jharkhand,India,2020-04-22,24.3,87.25,Jharkhand,POINT(87.25 24.3),0,0,0,0
Jharkhand,India,2020-03-06,24.3,87.25,Jharkhand,POINT(87.25 24.3),0,0,0,0
Jharkhand,India,2020-03-06,24.816667,87.216667,Jharkhand,POINT(87.216667 24.816667),0,0,0,0
Jharkhand,India,2020-04-06,24.816667,87.216667,Jharkhand,POINT(87.216667 24.816667),0,0,0,0
Jharkhand,India,2020-04-17,24.18,86.32,Jharkhand,POINT(86.32 24.18),0,0,0,0
Jharkhand,India,2020-04-05,23.08055,84.53834,Jharkhand,POINT(84.53834 23.08055),0,0,0,0
Jharkhand,India,2020-03-23,24,85.25,Jharkhand,POINT(85.25 24),0,0,0,0
Jharkhand,India,2020-04-24,24,85.25,Jharkhand,POINT(85.25 24),0,0,0,0
Jharkhand,India,2020-03-19,24,85.25,Jharkhand,POINT(85.25 24),0,0,0,0
Jharkhand,India,2020-03-22,24,85.25,Jharkhand,POINT(85.25 24),0,0,0,0
Jharkhand,India,2020-04-01,24.47,85.59,Jharkhand,POINT(85.59 24.47),0,0,0,0
Jharkhand,India,2020-03-22,23.07,85.28,Jharkhand,POINT(85.28 23.07),0,0,0,0
Jharkhand,India,2020-03-26,23.07,85.28,Jharkhand,POINT(85.28 23.07),0,0,0,0
Jharkhand,India,2020-04-10,23.07,85.28,Jharkhand,POINT(85.28 23.07),0,0,0,0
Jharkhand,India,2020-03-06,23.07,85.28,Jharkhand,POINT(85.28 23.07),0,0,0,0
Jharkhand,India,2020-03-30,23.5,84.6,Jharkhand,POINT(84.6 23.5),0,0,0,0
Jharkhand,India,2020-04-22,23.73,84.47,Jharkhand,POINT(84.47 23.73),0,0,0,0
Jharkhand,India,2020-04-24,24.57058,87.67075,Jharkhand,POINT(87.67075 24.57058),0,0,0,0
Jharkhand,India,2020-03-28,24.57058,87.67075,Jharkhand,POINT(87.67075 24.57058),0,0,0,0
Jharkhand,India,2020-03-14,23.63073,85.56057,Jharkhand,POINT(85.56057 23.63073),0,0,0,0
Jharkhand,India,2020-03-21,23,85,Jharkhand,POINT(85 23),0,0,0,0
Jharkhand,India,2020-04-08,25.242237,87.630259,Jharkhand,POINT(87.630259 25.242237),0,0,0,0
Jharkhand,India,2020-03-09,25.242237,87.630259,Jharkhand,POINT(87.630259 25.242237),0,0,0,0
Jharkhand,India,2020-04-01,25.242237,87.630259,Jharkhand,POINT(87.630259 25.242237),0,0,0,0
Jharkhand,India,2020-04-23,25.242237,87.630259,Jharkhand,POINT(87.630259 25.242237),0,0,0,0
Jharkhand,India,2020-04-07,22.7,85.92,Jharkhand,POINT(85.92 22.7),0,0,0,0
Jharkhand,India,2020-03-21,22.5667,85.8167,Jharkhand,POINT(85.8167 22.5667),0,0,0,0
Jharkhand,India,2020-04-01,22.5667,85.8167,Jharkhand,POINT(85.8167 22.5667),0,0,0,0
Karnataka,India,2020-03-24,13.22567,77.57501,Karnataka,POINT(77.57501 13.22567),0,0,0,0
Karnataka,India,2020-04-29,12.970214,77.560289,Karnataka,POINT(77.560289 12.970214),131,5,58,68
Karnataka,India,2020-03-30,12.970214,77.560289,Karnataka,POINT(77.560289 12.970214),0,0,0,0
Karnataka,India,2020-03-14,13.32,75.77,Karnataka,POINT(75.77 13.32),0,0,0,0
Karnataka,India,2020-04-30,13.32,75.77,Karnataka,POINT(75.77 13.32),0,0,0,0
Karnataka,India,2020-03-06,13.32,75.77,Karnataka,POINT(75.77 13.32),0,0,0,0
Karnataka,India,2020-04-19,14,76.5,Karnataka,POINT(76.5 14),0,0,0,0
Karnataka,India,2020-03-27,14.23,75.9,Karnataka,POINT(75.9 14.23),0,0,0,0
Karnataka,India,2020-03-07,13,75.4,Karnataka,POINT(75.4 13),0,0,0,0
Karnataka,India,2020-03-29,15.4,75.75,Karnataka,POINT(75.75 15.4),0,0,0,0
Karnataka,India,2020-03-18,13,76,Karnataka,POINT(76 13),0,0,0,0
Karnataka,India,2020-04-16,13,76,Karnataka,POINT(76 13),0,0,0,0
Karnataka,India,2020-04-03,13,76,Karnataka,POINT(76 13),0,0,0,0
Karnataka,India,2020-04-18,14.73732,75.41062,Karnataka,POINT(75.41062 14.73732),0,0,0,0
Karnataka,India,2020-04-09,12.4208,75.7397,Karnataka,POINT(75.7397 12.4208),0,0,0,0
Karnataka,India,2020-04-16,13.1333,78.1333,Karnataka,POINT(78.1333 13.1333),0,0,0,0
Karnataka,India,2020-03-20,12.21,76.49,Karnataka,POINT(76.49 12.21),0,0,0,0
Karnataka,India,2020-03-31,12.719965,77.279572,Karnataka,POINT(77.279572 12.719965),0,0,0,0
Karnataka,India,2020-03-27,16.21,77.35,Karnataka,POINT(77.35 16.21),0,0,0,0
Karnataka,India,2020-04-30,13.933195,75.567558,Karnataka,POINT(75.567558 13.933195),0,0,0,0
Karnataka,India,2020-03-02,13.34,77.1,Karnataka,POINT(77.1 13.34),0,0,0,0
Karnataka,India,2020-04-22,13.5,74.87,Karnataka,POINT(74.87 13.5),0,0,0,0
Karnataka,India,2020-04-12,14.6,74.7,Karnataka,POINT(74.7 14.6),0,0,0,0
Karnataka,India,2020-04-16,14.6,74.7,Karnataka,POINT(74.7 14.6),0,0,0,0
Karnataka,India,2020-04-11,16.82,75.72,Karnataka,POINT(75.72 16.82),0,0,0,0
Karnataka,India,2020-04-23,16.82,75.72,Karnataka,POINT(75.72 16.82),0,0,0,0
Karnataka,India,2020-04-23,16.766667,77.133333,Karnataka,POINT(77.133333 16.766667),0,0,0,0
Kerala,India,2020-04-02,9.489161,76.4939,Kerala,POINT(76.4939 9.489161),0,0,0,0
Kerala,India,2020-03-24,9.85,76.94,Kerala,POINT(76.94 9.85),0,0,0,0
Kerala,India,2020-03-14,9.85,76.94,Kerala,POINT(76.94 9.85),0,0,0,0
Kerala,India,2020-03-27,11.8689,75.355461,Kerala,POINT(75.355461 11.8689),0,0,0,0
Kerala,India,2020-03-23,12.5,75,Kerala,POINT(75 12.5),0,0,0,0
Kerala,India,2020-04-10,11.03,76.05,Kerala,POINT(76.05 11.03),0,0,0,0
Kerala,India,2020-04-07,11.03,76.05,Kerala,POINT(76.05 11.03),0,0,0,0
Kerala,India,2020-03-27,10.775,76.651,Kerala,POINT(76.651 10.775),0,0,0,0
Kerala,India,2020-03-07,10.775,76.651,Kerala,POINT(76.651 10.775),0,0,0,0
Kerala,India,2020-04-25,9.28068,76.86967,Kerala,POINT(76.86967 9.28068),0,0,0,0
Kerala,India,2020-04-12,10.52022,76.2204,Kerala,POINT(76.2204 10.52022),0,0,0,0
Kerala,India,2020-04-26,10.52022,76.2204,Kerala,POINT(76.2204 10.52022),13,0,13,0
Kerala,India,2020-04-04,10.52022,76.2204,Kerala,POINT(76.2204 10.52022),0,0,0,0
Kerala,India,2020-03-01,11.605,76.083,Kerala,POINT(76.083 11.605),0,0,0,0
Ladakh,India,2020-03-11,34.016667,76.4,Ladakh,POINT(76.4 34.016667),0,0,0,0
Ladakh,India,2020-03-06,34.016667,76.4,Ladakh,POINT(76.4 34.016667),0,0,0,0
Ladakh,India,2020-04-19,34.016667,76.4,Ladakh,POINT(76.4 34.016667),0,0,0,0
Ladakh,India,2020-04-22,34.016667,76.4,Ladakh,POINT(76.4 34.016667),0,0,0,0
Ladakh,India,2020-03-08,34.1667,77.5833,Ladakh,POINT(77.5833 34.1667),0,0,0,0
Ladakh,India,2020-03-25,34.1667,77.5833,Ladakh,POINT(77.5833 34.1667),0,0,0,0
Lakshadweep,India,2020-03-26,11.27333,74.04582,Lakshadweep,POINT(74.04582 11.27333),0,0,0,0
Maharashtra,India,2020-03-04,20.93,77.75,Maharashtra,POINT(77.75 20.93),0,0,0,0
Maharashtra,India,2020-03-03,19.888786,75.343436,Maharashtra,POINT(75.343436 19.888786),0,0,0,0
Maharashtra,India,2020-03-06,19.888786,75.343436,Maharashtra,POINT(75.343436 19.888786),0,0,0,0
Maharashtra,India,2020-03-25,21.183333,80,Maharashtra,POINT(80 21.183333),0,0,0,0
Maharashtra,India,2020-03-23,21.183333,80,Maharashtra,POINT(80 21.183333),0,0,0,0
Maharashtra,India,2020-04-27,20.532778,76.182778,Maharashtra,POINT(76.182778 20.532778),21,1,15,5
Maharashtra,India,2020-03-24,19.95,79.3,Maharashtra,POINT(79.3 19.95),0,0,0,0
Maharashtra,India,2020-03-14,20.186111,80.005278,Maharashtra,POINT(80.005278 20.186111),0,0,0,0
Maharashtra,India,2020-03-17,21.461389,80.191389,Maharashtra,POINT(80.191389 21.461389),0,0,0,0
Maharashtra,India,2020-03-12,19.7167,77.15,Maharashtra,POINT(77.15 19.7167),0,0,0,0
Maharashtra,India,2020-03-01,18.65,75.1,Maharashtra,POINT(75.1 18.65),0,0,0,0
Maharashtra,India,2020-03-03,18.65,75.1,Maharashtra,POINT(75.1 18.65),0,0,0,0
Maharashtra,India,2020-03-25,18.4,76.58,Maharashtra,POINT(76.58 18.4),0,0,0,0
Maharashtra,India,2020-03-29,19.05,72.833333,Maharashtra,POINT(72.833333 19.05),0,0,0,0
Maharashtra,India,2020-04-22,19.05,72.833333,Maharashtra,POINT(72.833333 19.05),0,0,0,0
Maharashtra,India,2020-04-19,19.16,77.32,Maharashtra,POINT(77.32 19.16),0,0,0,0
Maharashtra,India,2020-04-27,19.16,77.32,Maharashtra,POINT(77.32 19.16),3,0,0,3
Maharashtra,India,2020-04-25,19.16,77.32,Maharashtra,POINT(77.32 19.16),0,0,0,0
Maharashtra,India,2020-03-20,19.16,77.32,Maharashtra,POINT(77.32 19.16),0,0,0,0
Maharashtra,India,2020-03-01,21,79,Maharashtra,POINT(79 21),0,0,0,0
Maharashtra,India,2020-04-25,21.228,74.1422,Maharashtra,POINT(74.1422 21.228),0,0,0,0
Maharashtra,India,2020-04-16,19.994167,73.797222,Maharashtra,POINT(73.797222 19.994167),0,0,0,0
Maharashtra,India,2020-03-04,19.994167,73.797222,Maharashtra,POINT(73.797222 19.994167),0,0,0,0
Maharashtra,India,2020-04-19,17.35,75.16,Maharashtra,POINT(75.16 17.35),0,0,0,0
Maharashtra,India,2020-04-30,19.5,76.75,Maharashtra,POINT(76.75 19.5),2,0,1,1
Maharashtra,India,2020-03-17,19.5,76.75,Maharashtra,POINT(76.75 19.5),0,0,0,0
Maharashtra,India,2020-03-11,18.53,73.84,Maharashtra,POINT(73.84 18.53),0,0,0,0
Maharashtra,India,2020-03-16,18.53,73.84,Maharashtra,POINT(73.84 18.53),0,0,0,0
Maharashtra,India,2020-03-19,18.53,73.84,Maharashtra,POINT(73.84 18.53),0,0,0,0
Maharashtra,India,2020-03-01,18.65,72.88,Maharashtra,POINT(72.88 18.65),0,0,0,0
Maharashtra,India,2020-04-14,17,73.5,Maharashtra,POINT(73.5 17),0,0,0,0
Maharashtra,India,2020-03-27,16.108889,73.690833,Maharashtra,POINT(73.690833 16.108889),0,0,0,0
Maharashtra,India,2020-04-29,16.86,74.57,Maharashtra,POINT(74.57 16.86),29,1,25,3
Maharashtra,India,2020-04-03,17.35,75.16,Maharashtra,POINT(75.16 17.35),0,0,0,0
Maharashtra,India,2020-03-20,20.833333,78.6,Maharashtra,POINT(78.6 20.833333),0,0,0,0
Maharashtra,India,2020-03-11,20.833333,78.6,Maharashtra,POINT(78.6 20.833333),0,0,0,0
Maharashtra,India,2020-03-31,20.2,77.2,Maharashtra,POINT(77.2 20.2),0,0,0,0
Meghalaya,India,2020-03-25,25.5667,91.8833,Meghalaya,POINT(91.8833 25.5667),0,0,0,0
Meghalaya,India,2020-04-17,25.30162,90.5853,Meghalaya,POINT(90.5853 25.30162),0,0,0,0
Meghalaya,India,2020-03-23,25.321389,91.294444,Meghalaya,POINT(91.294444 25.321389),0,0,0,0
Meghalaya,India,2020-03-16,25.5167,90.2167,Meghalaya,POINT(90.2167 25.5167),0,0,0,0
Meghalaya,India,2020-04-30,25.5167,91.2667,Meghalaya,POINT(91.2667 25.5167),0,0,0,0
Manipur,India,2020-04-04,24.633333,93.766667,Manipur,POINT(93.766667 24.633333),0,0,0,0
Manipur,India,2020-03-07,24.633333,93.766667,Manipur,POINT(93.766667 24.633333),0,0,0,0
Manipur,India,2020-04-06,24.33333,93.68333,Manipur,POINT(93.68333 24.33333),0,0,0,0
Manipur,India,2020-04-27,24.6816,93.1544,Manipur,POINT(93.1544 24.6816),0,0,0,0
Manipur,India,2020-04-30,24.75,93.15,Manipur,POINT(93.15 24.75),0,0,0,0
Manipur,India,2020-04-05,24.86,94.5,Manipur,POINT(94.5 24.86),0,0,0,0
Manipur,India,2020-04-19,25.15,93.97,Manipur,POINT(93.97 25.15),0,0,0,0
Manipur,India,2020-03-02,25.15,93.97,Manipur,POINT(93.97 25.15),0,0,0,0
Manipur,India,2020-03-11,24.8,93.6,Manipur,POINT(93.6 24.8),0,0,0,0
Manipur,India,2020-04-09,24.65,93.983333,Manipur,POINT(93.983333 24.65),0,0,0,0
Manipur,India,2020-03-23,24.983333,93.483333,Manipur,POINT(93.483333 24.983333),0,0,0,0
Manipur,India,2020-03-17,24.328,93.986,Manipur,POINT(93.986 24.328),0,0,0,0
Manipur,India,2020-04-28,25.116667,94.366667,Manipur,POINT(94.366667 25.116667),0,0,0,0
Manipur,India,2020-04-19,25.116667,94.366667,Manipur,POINT(94.366667 25.116667),0,0,0,0
Madhya Pradesh,India,2020-04-07,23.715,76.013,Madhya Pradesh,POINT(76.013 23.715),0,0,0,0
Madhya Pradesh,India,2020-04-30,22.31384,74.36452,Madhya Pradesh,POINT(74.36452 22.31384),3,0,0,3
Madhya Pradesh,India,2020-03-25,23.12,81.7,Madhya Pradesh,POINT(81.7 23.12),0,0,0,0
Madhya Pradesh,India,2020-03-28,23.12,81.7,Madhya Pradesh,POINT(81.7 23.12),0,0,0,0
Madhya Pradesh,India,2020-04-30,24.58,77.73,Madhya Pradesh,POINT(77.73 24.58),1,1,0,0
Madhya Pradesh,India,2020-03-31,24.58,77.73,Madhya Pradesh,POINT(77.73 24.58),0,0,0,0
Madhya Pradesh,India,2020-04-13,21.966667,80.333333,Madhya Pradesh,POINT(80.333333 21.966667),0,0,0,0
Madhya Pradesh,India,2020-03-27,21.966667,80.333333,Madhya Pradesh,POINT(80.333333 21.966667),0,0,0,0
Madhya Pradesh,India,2020-04-07,21.31,76.23,Madhya Pradesh,POINT(76.23 21.31),0,0,0,0
Madhya Pradesh,India,2020-03-05,22.02485,74.91805,Madhya Pradesh,POINT(74.91805 22.02485),0,0,0,0
Madhya Pradesh,India,2020-04-28,21.833333,77.833333,Madhya Pradesh,POINT(77.833333 21.833333),1,0,0,1
Madhya Pradesh,India,2020-04-25,24.75,79.75,Madhya Pradesh,POINT(79.75 24.75),0,0,0,0
Madhya Pradesh,India,2020-03-11,24.75,79.75,Madhya Pradesh,POINT(79.75 24.75),0,0,0,0
Madhya Pradesh,India,2020-03-06,24.75,79.75,Madhya Pradesh,POINT(79.75 24.75),0,0,0,0
Madhya Pradesh,India,2020-04-04,25.75,78.5,Madhya Pradesh,POINT(78.5 25.75),0,0,0,0
Madhya Pradesh,India,2020-04-19,25.75,78.5,Madhya Pradesh,POINT(78.5 25.75),0,0,0,0
Madhya Pradesh,India,2020-03-11,21.895722,80.795144,Madhya Pradesh,POINT(80.795144 21.895722),0,0,0,0
Madhya Pradesh,India,2020-03-08,22.95,81.083333,Madhya Pradesh,POINT(81.083333 22.95),0,0,0,0
Madhya Pradesh,India,2020-03-17,21.75,76.583333,Madhya Pradesh,POINT(76.583333 21.75),0,0,0,0
Madhya Pradesh,India,2020-04-21,21.75,76.583333,Madhya Pradesh,POINT(76.583333 21.75),0,0,0,0
Madhya Pradesh,India,2020-04-30,26.223611,78.179167,Madhya Pradesh,POINT(78.179167 26.223611),4,0,2,2
Madhya Pradesh,India,2020-03-22,26.223611,78.179167,Madhya Pradesh,POINT(78.179167 26.223611),0,0,0,0
Madhya Pradesh,India,2020-04-30,22.34,77.09,Madhya Pradesh,POINT(77.09 22.34),1,0,0,1
Madhya Pradesh,India,2020-04-12,22.666667,75.75,Madhya Pradesh,POINT(75.75 22.666667),0,0,0,0
Madhya Pradesh,India,2020-04-01,22.666667,75.75,Madhya Pradesh,POINT(75.75 22.666667),0,0,0,0
Madhya Pradesh,India,2020-04-05,22.666667,75.75,Madhya Pradesh,POINT(75.75 22.666667),0,0,0,0
Madhya Pradesh,India,2020-03-16,23.16,79.94,Madhya Pradesh,POINT(79.94 23.16),0,0,0,0
Madhya Pradesh,India,2020-04-29,23.16,79.94,Madhya Pradesh,POINT(79.94 23.16),78,1,7,70
Madhya Pradesh,India,2020-03-14,23.16,79.94,Madhya Pradesh,POINT(79.94 23.16),0,0,0,0
Madhya Pradesh,India,2020-04-25,22.89059,74.67181,Madhya Pradesh,POINT(74.67181 22.89059),0,0,0,0
Madhya Pradesh,India,2020-03-16,22.89059,74.67181,Madhya Pradesh,POINT(74.67181 22.89059),0,0,0,0
Madhya Pradesh,India,2020-03-08,23.835556,80.394167,Madhya Pradesh,POINT(80.394167 23.835556),0,0,0,0
Madhya Pradesh,India,2020-04-09,22.7,81,Madhya Pradesh,POINT(81 22.7),0,0,0,0
Madhya Pradesh,India,2020-04-03,22.7,81,Madhya Pradesh,POINT(81 22.7),0,0,0,0
Madhya Pradesh,India,2020-04-25,26.3,78,Madhya Pradesh,POINT(78 26.3),0,0,0,0
Madhya Pradesh,India,2020-04-18,26.3,78,Madhya Pradesh,POINT(78 26.3),0,0,0,0
Madhya Pradesh,India,2020-04-05,24.72,80.18,Madhya Pradesh,POINT(80.18 24.72),0,0,0,0
Madhya Pradesh,India,2020-04-04,24.75,81.5,Madhya Pradesh,POINT(81.5 24.75),0,0,0,0
Madhya Pradesh,India,2020-04-09,24.75,81.5,Madhya Pradesh,POINT(81.5 24.75),0,0,0,0
Madhya Pradesh,India,2020-03-04,22.676944,74.945,Madhya Pradesh,POINT(74.945 22.676944),0,0,0,0
Madhya Pradesh,India,2020-03-07,23.25,78.08333,Madhya Pradesh,POINT(78.08333 23.25),0,0,0,0
Madhya Pradesh,India,2020-04-19,23.583333,75.166667,Madhya Pradesh,POINT(75.166667 23.583333),0,0,0,0
Madhya Pradesh,India,2020-03-27,24.2,82.67,Madhya Pradesh,POINT(82.67 24.2),0,0,0,0
Madhya Pradesh,India,2020-03-01,23.8,78.666667,Madhya Pradesh,POINT(78.666667 23.8),0,0,0,0
Madhya Pradesh,India,2020-03-24,23.3,81.35,Madhya Pradesh,POINT(81.35 23.3),0,0,0,0
Madhya Pradesh,India,2020-04-13,23.5,76.25,Madhya Pradesh,POINT(76.25 23.5),0,0,0,0
Madhya Pradesh,India,2020-04-22,23.5,76.25,Madhya Pradesh,POINT(76.25 23.5),0,0,0,0
Madhya Pradesh,India,2020-04-07,25.42,77.66,Madhya Pradesh,POINT(77.66 25.42),0,0,0,0
Madhya Pradesh,India,2020-04-20,25.42,77.66,Madhya Pradesh,POINT(77.66 25.42),0,0,0,0
Madhya Pradesh,India,2020-04-09,24.74,78.83,Madhya Pradesh,POINT(78.83 24.74),0,0,0,0
Madhya Pradesh,India,2020-04-09,23.416667,75.5,Madhya Pradesh,POINT(75.5 23.416667),0,0,0,0
Madhya Pradesh,India,2020-04-05,23.416667,75.5,Madhya Pradesh,POINT(75.5 23.416667),0,0,0,0
Madhya Pradesh,India,2020-04-17,23.526847,80.838106,Madhya Pradesh,POINT(80.838106 23.526847),0,0,0,0
Madhya Pradesh,India,2020-04-28,23.91667,78,Madhya Pradesh,POINT(78 23.91667),13,0,13,0
Mizoram,India,2020-04-16,22.91,92.76,Mizoram,POINT(92.76 22.91),0,0,0,0
Mizoram,India,2020-04-14,22.53,92.9,Mizoram,POINT(92.9 22.53),0,0,0,0
Mizoram,India,2020-03-27,22.53,92.9,Mizoram,POINT(92.9 22.53),0,0,0,0
Mizoram,India,2020-03-03,22.53,92.9,Mizoram,POINT(92.9 22.53),0,0,0,0
